Time Stamp [s],Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Rotation W
3.607361,0.002897739,1.04539,-1.184829,0.8432999,-0.5330051,-0.02307985,0.06494789,
3.61629,0.002767801,1.045394,-1.184771,0.8432543,-0.5330775,-0.02325303,0.06488333,
3.627174,0.00259161,1.045433,-1.184652,0.8432261,-0.5330766,-0.02354644,0.06515177,
3.63833,0.002501488,1.045398,-1.184613,0.8431986,-0.5330602,-0.02380715,0.06554528,
3.649438,0.002317429,1.045382,-1.184554,0.843222,-0.5329799,-0.02400289,0.06582522,
3.660607,0.002241611,1.045358,-1.184524,0.8432448,-0.5328799,-0.02424379,0.06625395,
3.671727,0.0021348,1.045307,-1.184488,0.8432327,-0.532872,-0.0243041,0.06644792,
3.683197,0.002082348,1.045299,-1.184469,0.8432204,-0.5328743,-0.02440552,0.0665497,
3.694067,0.001994133,1.045291,-1.184411,0.8431885,-0.5328873,-0.02463326,0.06676505,
3.705107,0.001954079,1.045248,-1.184383,0.8432038,-0.5328586,-0.02485787,0.06671793,
3.716233,0.001840115,1.04525,-1.184382,0.8432088,-0.5328261,-0.02509695,0.06682288,
3.727295,0.001830578,1.045191,-1.184371,0.8432092,-0.5328084,-0.02511654,0.06695253,
3.738425,0.00180912,1.045149,-1.184409,0.8432013,-0.532799,-0.02492134,0.06719974,
3.749464,0.001759768,1.045152,-1.18438,0.843226,-0.5327573,-0.02495166,0.06720799,
3.760598,0.00172925,1.045149,-1.184419,0.8432084,-0.5328053,-0.02509324,0.06699598,
